arm	k	split	loss	ckpt	wandb_url
keys_repos	11	MT	2.2814929485321045	/localhome/local-triv/gated-continual-cartridges_explore/outputs/2026-07-28-23-37-22-continual_am_sparse/a20bc87b-e681-4122-90ed-24b3495f6849/cache-after-doc-010-aba1a026.pt	https://wandb.ai/vqtri-purdue-university/SEACrowd/runs/ntgopolh
keys_repos	9	QA	1.93601655960083	/localhome/local-triv/gated-continual-cartridges_explore/outputs/2026-07-28-23-37-22-continual_am_sparse/a20bc87b-e681-4122-90ed-24b3495f6849/cache-after-doc-008-6f413175.pt	https://wandb.ai/vqtri-purdue-university/SEACrowd/runs/j8srkvsh
keys_repos	9	MT	2.31606125831604	/localhome/local-triv/gated-continual-cartridges_explore/outputs/2026-07-28-23-37-22-continual_am_sparse/a20bc87b-e681-4122-90ed-24b3495f6849/cache-after-doc-008-6f413175.pt	https://wandb.ai/vqtri-purdue-university/SEACrowd/runs/8yysinnu
keys_repos	7	QA	1.9160072803497314	/localhome/local-triv/gated-continual-cartridges_explore/outputs/2026-07-28-23-37-22-continual_am_sparse/a20bc87b-e681-4122-90ed-24b3495f6849/cache-after-doc-006-b03a4aa0.pt	https://wandb.ai/vqtri-purdue-university/SEACrowd/runs/o5zn4c7x
keys_repos	7	MT	2.3156590461730957	/localhome/local-triv/gated-continual-cartridges_explore/outputs/2026-07-28-23-37-22-continual_am_sparse/a20bc87b-e681-4122-90ed-24b3495f6849/cache-after-doc-006-b03a4aa0.pt	https://wandb.ai/vqtri-purdue-university/SEACrowd/runs/j9tbv7vm
keys_repos	5	QA	1.9200594425201416	/localhome/local-triv/gated-continual-cartridges_explore/outputs/2026-07-28-23-37-22-continual_am_sparse/a20bc87b-e681-4122-90ed-24b3495f6849/cache-after-doc-004-a11f66ae.pt	https://wandb.ai/vqtri-purdue-university/SEACrowd/runs/t1lp1i86
keys_repos	5	MT	2.4009695053100586	/localhome/local-triv/gated-continual-cartridges_explore/outputs/2026-07-28-23-37-22-continual_am_sparse/a20bc87b-e681-4122-90ed-24b3495f6849/cache-after-doc-004-a11f66ae.pt	https://wandb.ai/vqtri-purdue-university/SEACrowd/runs/ao8q9x0y
keys_repos	3	QA	1.8607447147369385	/localhome/local-triv/gated-continual-cartridges_explore/outputs/2026-07-28-23-37-22-continual_am_sparse/a20bc87b-e681-4122-90ed-24b3495f6849/cache-after-doc-002-38a6f58f.pt	https://wandb.ai/vqtri-purdue-university/SEACrowd/runs/hltduueh
keys_repos	3	MT	2.5314693450927734	/localhome/local-triv/gated-continual-cartridges_explore/outputs/2026-07-28-23-37-22-continual_am_sparse/a20bc87b-e681-4122-90ed-24b3495f6849/cache-after-doc-002-38a6f58f.pt	https://wandb.ai/vqtri-purdue-university/SEACrowd/runs/0lopiu0m
keys_repos	2	QA	1.8658878803253174	/localhome/local-triv/gated-continual-cartridges_explore/outputs/2026-07-28-23-37-22-continual_am_sparse/a20bc87b-e681-4122-90ed-24b3495f6849/cache-after-doc-001-07b4743b.pt	https://wandb.ai/vqtri-purdue-university/SEACrowd/runs/71jcrw0e
keys_repos	2	MT	2.6856672763824463	/localhome/local-triv/gated-continual-cartridges_explore/outputs/2026-07-28-23-37-22-continual_am_sparse/a20bc87b-e681-4122-90ed-24b3495f6849/cache-after-doc-001-07b4743b.pt	https://wandb.ai/vqtri-purdue-university/SEACrowd/runs/oa929qtj
keys_repos	1	QA	1.913637638092041	/localhome/local-triv/gated-continual-cartridges_explore/outputs/2026-07-28-23-37-22-continual_am_sparse/a20bc87b-e681-4122-90ed-24b3495f6849/cache-after-doc-000-ae4e8fb7.pt	https://wandb.ai/vqtri-purdue-university/SEACrowd/runs/2ovdj190
keys_repos	1	MT	2.965111255645752	/localhome/local-triv/gated-continual-cartridges_explore/outputs/2026-07-28-23-37-22-continual_am_sparse/a20bc87b-e681-4122-90ed-24b3495f6849/cache-after-doc-000-ae4e8fb7.pt	https://wandb.ai/vqtri-purdue-university/SEACrowd/runs/5grfdcve
phase1	0	QA	2.23880672454834	/localhome/local-triv/gated-continual-cartridges_explore/outputs/phase1_selfdistill_qwen512/cache_last.pt	https://wandb.ai/vqtri-purdue-university/SEACrowd/runs/oahlwuf2
phase1	0	MT	3.7825491428375244	/localhome/local-triv/gated-continual-cartridges_explore/outputs/phase1_selfdistill_qwen512/cache_last.pt	https://wandb.ai/vqtri-purdue-university/SEACrowd/runs/9lpjn92w
